0   1    0.390900    -29.336884    -29.222206
1   1    0.390900    -29.336884    -29.222206
0   2    0.391137    -29.136586    -29.022622
1   2    0.391137    -29.136586    -29.022622
0   3    0.577277    -28.949000    -28.781884
1   3    0.577277    -28.949000    -28.781884
0   4    0.454699    -28.862288    -28.731051
1   4    0.454699    -28.862288    -28.731051
0   5    0.482086    -28.838628    -28.699601
1   5    0.482086    -28.838628    -28.699601
0   6    0.496615    -28.818533    -28.675416
1   6    0.496615    -28.818533    -28.675416
0   7    0.461544    -28.800078    -28.667153
1   7    0.461544    -28.800078    -28.667153
0   8    0.409531    -28.792894    -28.674978
1   8    0.409531    -28.792894    -28.674978
0   9    0.467770    -28.788417    -28.653753
1   9    0.467770    -28.788417    -28.653753
0  10    0.459067    -28.771409    -28.639329
1  10    0.459067    -28.771409    -28.639329
0  11    0.499872    -28.749770    -28.606058
1  11    0.499872    -28.749770    -28.606058
0  12    0.467375    -28.749058    -28.614692
1  12    0.467375    -28.749058    -28.614692
0  13    0.469377    -28.742325    -28.607415
1  13    0.469377    -28.742325    -28.607415
0  14    0.461717    -28.728049    -28.595407
1  14    0.461717    -28.728049    -28.595407
0  15    0.459743    -28.726019    -28.593953
1  15    0.459743    -28.726019    -28.593953
0  16    0.460172    -28.717754    -28.585603
1  16    0.460172    -28.717754    -28.585603
0  17    0.457545    -28.715026    -28.583642
1  17    0.457545    -28.715026    -28.583642
0  18    0.457543    -28.715025    -28.583641
1  18    0.457543    -28.715025    -28.583641
0  19    0.499889    -28.710107    -28.566588
1  19    0.499889    -28.710107    -28.566588
