   1    0.408053    -29.336884    -29.217174
   2    0.398462    -29.136586    -29.020488
   3    0.624191    -28.949000    -28.768303
   4    0.435844    -28.862288    -28.736493
   5    0.419528    -28.838628    -28.717642
   6    0.922227    -28.818533    -28.552761
   7    0.398075    -28.800078    -28.685432
   8    0.409503    -28.792894    -28.674986
   9    0.462671    -28.788417    -28.655221
  10    0.394972    -28.771409    -28.657770
  11    0.230673    -28.749770    -28.683452
  12    0.395095    -28.749058    -28.635472
  13    0.390406    -28.742325    -28.630113
  14    0.384295    -28.728049    -28.617649
  15    0.414787    -28.726019    -28.606867
  16    0.383240    -28.717754    -28.607696
  17    0.379063    -28.715026    -28.606178
  18    0.379208    -28.715025    -28.606135
  19    0.305877    -28.710107    -28.622289
