   1    0.345248    -29.336884    -29.235599
   2    0.405374    -29.136586    -29.018474
   3    0.546164    -28.949000    -28.790891
   4    0.358293    -28.862288    -28.758876
   5    0.359841    -28.838628    -28.734855
   6    0.861363    -28.818533    -28.570301
   7    0.342502    -28.800078    -28.701437
   8    0.455653    -28.792894    -28.661698
   9    0.416892    -28.788417    -28.668400
  10    0.344839    -28.771409    -28.672194
  11    0.232332    -28.749770    -28.682975
  12    0.809407    -28.749058    -28.516361
  13    0.972551    -28.742325    -28.462791
  14    0.584844    -28.728049    -28.560035
  15    0.890147    -28.726019    -28.470315
