   0    0.377917    -29.336884    -29.226015
   1    0.377917    -29.336884    -29.226015
   0    0.426317    -29.136586    -29.012372
   1    0.426317    -29.136586    -29.012372
   0    0.659691    -28.949000    -28.758026
   1    0.659691    -28.949000    -28.758026
   0    0.408598    -28.862288    -28.744357
   1    0.408598    -28.862288    -28.744357
   0    0.376603    -28.838628    -28.730021
   1    0.376603    -28.838628    -28.730021
   0    1.013272    -28.818533    -28.526523
   1    1.013272    -28.818533    -28.526523
   0    0.383061    -28.800078    -28.689756
   1    0.383061    -28.800078    -28.689756
   0    0.503495    -28.792894    -28.647923
   1    0.503495    -28.792894    -28.647923
   0    0.432714    -28.788417    -28.663845
   1    0.432714    -28.788417    -28.663845
   0    0.376491    -28.771409    -28.663087
   1    0.376491    -28.771409    -28.663087
   0    0.252694    -28.749770    -28.677121
   1    0.252694    -28.749770    -28.677121
   0    0.382896    -28.749058    -28.638979
   1    0.382896    -28.749058    -28.638979
   0    0.372739    -28.742325    -28.635191
   1    0.372739    -28.742325    -28.635191
   0    0.373257    -28.728049    -28.620820
   1    0.373257    -28.728049    -28.620820
   0    0.388870    -28.726019    -28.614312
   1    0.388870    -28.726019    -28.614312
   0    0.372665    -28.717754    -28.610733
   1    0.372665    -28.717754    -28.610733
   0    0.368278    -28.715026    -28.609275
   1    0.368278    -28.715026    -28.609275
   0    0.368294    -28.715025    -28.609269
   1    0.368294    -28.715025    -28.609269
   0    0.310712    -28.710107    -28.620901
   1    0.310712    -28.710107    -28.620901
