   1    0.403482    -29.336884    -29.218515
   2    0.396419    -29.136586    -29.021083
   3    0.633424    -28.949000    -28.765630
   4    0.447822    -28.862288    -28.733036
   5    0.433149    -28.838628    -28.713714
   6    0.828200    -28.818533    -28.579858
   7    0.411641    -28.800078    -28.681525
   8    0.409548    -28.792894    -28.674973
   9    0.472435    -28.788417    -28.652410
  10    0.407818    -28.771409    -28.654074
  11    0.253978    -28.749770    -28.676752
  12    0.409001    -28.749058    -28.631474
  13    0.403878    -28.742325    -28.626241
  14    0.398128    -28.728049    -28.613675
  15    0.428743    -28.726019    -28.602858
